value,doc_id,table_id,row_idx,col_idx,label,raw,source_type,source_id,computed_answer
44729924910530.0,KBC_financial_statements_2024_consolidated,2,23,3,TỔNG CỘNG TÀI SẢN,44.729.924.910.530,PanelCell,s18,
423033429135.0,KBC_financial_statements_2024_consolidated,5,19,3,18. Lợi nhuận sau thuế TNDN,423.033.429.135,PanelCell,s19,
20644906133551.0,KBC_financial_statements_2024_consolidated,4,1,3,D. VỐN CHỦ SỞ HỮU,20.644.906.133.551,PanelCell,s20,
1322207649307.0,NVL_financial_statements_2023_consolidated,9,6,3,Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,1.322.207.649.307,PanelCell,s21,
4756902213820.0,NVL_financial_statements_2023_consolidated,9,4,3,Doanh thu thuần về bán hàng và cung cấp dịch vụ,4.756.902.213.820,PanelCell,s22,
241486379543125.0,NVL_financial_statements_2023_consolidated,7,28,3,TỔNG TÀI SẢN,241.486.379.543.125,PanelCell,s23,
485864524898.0,NVL_financial_statements_2023_consolidated,9,20,3,Lợi nhuận sau thuế TNDN,485.864.524.898,PanelCell,s24,
45302850042403.0,NVL_financial_statements_2023_consolidated,8,21,3,VÔN CHỦ SỞ HỮ'U,45.302.850.042.403,PanelCell,s25,
83574055810.0,NVL_financial_statements_2024_consolidated,12,5,3,5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ(20 = 10 -11),83.574.055.810,PanelCell,s26,
9073375473961.0,NVL_financial_statements_2024_consolidated,12,3,3,3. Doanh thu thuần về bán hàng và cung cấp dịch vụ(10 = 01 - 02),9.073.375.473.961,PanelCell,s27,
237777980657656.0,NVL_financial_statements_2024_consolidated,9,28,3,TỔNG CỘNG TÀI SẢN (270 = 100 + 200),237.777.980.657.656,PanelCell,s28,
-4394642203703.0,NVL_financial_statements_2024_consolidated,12,19,3,18. Lợi nhuận sau thuế thu nhập doanh nghiệp(60 = 50 - 51 -52),(4.394.642.203.703),PanelCell,s29,
47291024358614.0,NVL_financial_statements_2024_consolidated,11,1,3,D. VỐN CHỦ SỞ HỮU,47.291.024.358.614,PanelCell,s30,
23508476000000.0,VIC_financial_statements_2023_consolidated,10,5,3,5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,23.508.476,PanelCell,s31,
161427568000000.0,VIC_financial_statements_2023_consolidated,10,3,3,3. Doanh thu thuần về bán hàng và cung cấp dịch vụ,161.427.568,PanelCell,s32,
667655767000000.0,VIC_financial_statements_2023_consolidated,7,31,3,TỔNG CỘNG TÀI SẢN,667.655.767,PanelCell,s33,
2056061000000.0,VIC_financial_statements_2023_consolidated,10,19,3,18. Lợi nhuận sau thuế TNDN,2.056.061,PanelCell,s34,
148221686000000.0,VIC_financial_statements_2023_consolidated,9,1,3,D. VỐN CHỦ SỞ HỮU,148.221.686,PanelCell,s35,
27300818000000.0,VIC_financial_statements_2024_consolidated,8,5,3,5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,27.300.818,PanelCell,s36,
189068040000000.0,VIC_financial_statements_2024_consolidated,8,3,3,3. Doanh thu thuần về bán hàng và cung cấp dịch vụ,189.068.040,PanelCell,s37,
836603903000000.0,VIC_financial_statements_2024_consolidated,5,31,3,TỔNG CỘNG TÀI SẢN,836.603.903,PanelCell,s38,
5276058000000.0,VIC_financial_statements_2024_consolidated,8,19,3,18. Lợi nhuận sau thuế TNDN,5.276.058,PanelCell,s39,
153834481000000.0,VIC_financial_statements_2024_consolidated,7,1,3,D. VỐN CHỦ SỞ HỮU,153.834.481,PanelCell,s40,
1299324116922.0,VPI_financial_statements_2023_consolidated,9,5,3,5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,1.299.324.116.922,PanelCell,s41,
1864841561755.0,VPI_financial_statements_2023_consolidated,9,3,3,3. Doanh thu thuần về bán hàng và cung cấp dịch vụ,1.864.841.561.755,PanelCell,s42,
12630858055179.0,VPI_financial_statements_2023_consolidated,6,24,3,TỔNG CỘNG TÀI SẢN,12.630.858.055.179,PanelCell,s43,
450750006472.0,VPI_financial_statements_2023_consolidated,9,19,3,18. Lợi nhuận sau thuế TNDN,450.750.006.472,PanelCell,s44,
3966629467753.0,VPI_financial_statements_2023_consolidated,8,1,3,D. VỐN CHỦ SỞ HỮU,3.966.629.467.753,PanelCell,s45,
319768369734.0,VPI_financial_statements_2024_consolidated,10,5,3,5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,319.768.369.734,PanelCell,s46,
1897330935760.0,VPI_financial_statements_2024_consolidated,10,3,3,3. Doanh thu thuần về bán hàng và cung cấp dịch vụ,1.897.330.935.760,PanelCell,s47,
11138519411664.0,VPI_financial_statements_2024_consolidated,7,23,3,TỔNG CỘNG TÀI SẢN,11.138.519.411.664,PanelCell,s48,
303899468323.0,VPI_financial_statements_2024_consolidated,10,19,3,18. Lợi nhuận sau thuế TNDN,303.899.468.323,PanelCell,s49,
5074140186064.0,VPI_financial_statements_2024_consolidated,9,1,3,D. VỐN CHỦ SỞ HỮU,5.074.140.186.064,PanelCell,s50,
5345885000000.0,VRE_financial_statements_2023_consolidated,7,5,3,Lợi nhuận gộp (20 = 10 - 11),5.345.885,PanelCell,s51,
9791335000000.0,VRE_financial_statements_2023_consolidated,7,3,3,Doanh thu thuần về bán hàng và cung cấp dịch vụ (10 = 01 - 02),9.791.335,PanelCell,s52,
47653731000000.0,VRE_financial_statements_2023_consolidated,4,21,3,TỔNG TÀI SẢN (270 = 100 + 200),47.653.731,PanelCell,s53,
4408808000000.0,VRE_financial_statements_2023_consolidated,7,18,3,Lợi nhuận sau thuế TNDN (60 = 50 - 51 - 52)(mang sang trang tiếp theo),4.408.808,PanelCell,s54,
37826853000000.0,VRE_financial_statements_2023_consolidated,6,1,3,VỐN CHỦ SỞ HỮU (400 = 410),37.826.853,PanelCell,s55,
4755392000000.0,VRE_financial_statements_2024_consolidated,6,4,4,Lợi nhuận gộp về bán hàng và cung cấp dịch vụ (20=10-11),4.755.392,PanelCell,s56,
8939117000000.0,VRE_financial_statements_2024_consolidated,6,2,4,Doanh thu thuần về bán hàng và cung cấp dịch vụ (10=01),8.939.117,PanelCell,s57,
55226155000000.0,VRE_financial_statements_2024_consolidated,3,21,4,TỔNG CỘNG TÀI SẢN (270=100+200),55.226.155,PanelCell,s58,
4095780000000.0,VRE_financial_statements_2024_consolidated,6,17,4,Lợi nhuận sau thuế thu nhập doanh nghiệp (60=50-51-52),4.095.780,PanelCell,s59,
41922641000000.0,VRE_financial_statements_2024_consolidated,5,1,4,VỐN CHỦ SỞ HỮU,41.922.641,PanelCell,s60,
