value,doc_id,table_id,row_idx,col_idx,label,raw,source_type,source_id,computed_answer
758109000000.0,VRE_financial_statements_2024_consolidated,7,16,3,Lưu chuyển tiền thuần từ hoạt động kinh doanh,758.109,PanelCell,s17,
8939117000000.0,VRE_financial_statements_2024_consolidated,6,2,4,Doanh thu thuần về bán hàng và cung cấp dịch vụ (10=01),8.939.117,PanelCell,s18,
2245003412330.0,KBC_financial_statements_2023_consolidated,10,19,3,18. Lợi nhuận sau thuế TNDN,2.245.003.412.330,PanelCell,s19,
3002355856007.0,KBC_financial_statements_2023_consolidated,11,14,3,Lưu chuyển tiền thuần từ/(sử dụng vào) hoạt động kinh doanh,3.002.355.856.007,PanelCell,s20,
5618475347527.0,KBC_financial_statements_2023_consolidated,10,3,3,3. Doanh thu thuần về bán hàng và cung cấp dịch vụ,5.618.475.347.527,PanelCell,s21,
423033429135.0,KBC_financial_statements_2024_consolidated,5,19,3,18. Lợi nhuận sau thuế TNDN,423.033.429.135,PanelCell,s22,
1151833148407.0,KBC_financial_statements_2024_consolidated,6,14,3,Lưu chuyển tiền thuần từ hoạt động kinh doanh,1.151.833.148.407,PanelCell,s23,
2775773466955.0,KBC_financial_statements_2024_consolidated,5,3,3,3. Doanh thu thuần về bán hàng và cung cấp dịch vụ,2.775.773.466.955,PanelCell,s24,
450750006472.0,VPI_financial_statements_2023_consolidated,9,19,3,18. Lợi nhuận sau thuế TNDN,450.750.006.472,PanelCell,s25,
-1434050168656.0,VPI_financial_statements_2023_consolidated,10,16,3,Lưu chuyển tiền thuần tử/(sử dụng vào) hoạt động kinh doanh,(1.434.050.168.656),PanelCell,s26,
1864841561755.0,VPI_financial_statements_2023_consolidated,9,3,3,3. Doanh thu thuần về bán hàng và cung cấp dịch vụ,1.864.841.561.755,PanelCell,s27,
303899468323.0,VPI_financial_statements_2024_consolidated,10,19,3,18. Lợi nhuận sau thuế TNDN,303.899.468.323,PanelCell,s28,
138366384108.0,VPI_financial_statements_2024_consolidated,11,15,3,Lưu chuyển tiền thuần từ/(sử dụng) vào hoạt động kinh doanh,138.366.384.108,PanelCell,s29,
1897330935760.0,VPI_financial_statements_2024_consolidated,10,3,3,3. Doanh thu thuần về bán hàng và cung cấp dịch vụ,1.897.330.935.760,PanelCell,s30,
134937784139.0,HPX_financial_statements_2023_consolidated,7,19,4,Lợi nhuận sau thuế thu nhập doanh nghiệp (60 = 50-51-52),134.937.784.139,PanelCell,s31,
241525974688.0,HPX_financial_statements_2023_consolidated,8,17,3,Lưu chuyển tiền thuần từ hoạt động kinh doanh,241.525.974.688,PanelCell,s32,
1680274226042.0,HPX_financial_statements_2023_consolidated,7,3,4,Doanh thu thuần về bán hàng và cung cấp dịch vụ (10 = 01-02),1.680.274.226.042,PanelCell,s33,
61465006731.0,HPX_financial_statements_2024_consolidated,7,19,4,Lợi nhuận sau thuế thu nhập doanh nghiệp (60 = 50-51-52),61.465.006.731,PanelCell,s34,
596433090233.0,HPX_financial_statements_2024_consolidated,8,16,3,Lưu chuyển tiền thuần từ hoạt động kinh doanh,596.433.090.233,PanelCell,s35,
1615671932877.0,HPX_financial_statements_2024_consolidated,7,3,4,Doanh thu thuần về bán hàng và cung cấp dịch vụ (10 = 01-02),1.615.671.932.877,PanelCell,s36,
